scenario,period,cost_real_musd_yr,demand_gwh_yr,cost_per_mwh
nlv2b_wr_C6_LNG500_refbrent_j120,2030,1564.95,6856.2,228.25
nlv2b_wr_C6_LNG500_refbrent_j120,2035,1579.88,6940.2,227.64
nlv2b_wr_C6_LNG500_refbrent_j120,2040,1651.84,7080.0,233.31
nlv2b_wr_C6_LNG500_refbrent_j120,2045,1386.66,7218.2,192.11
nlv2b_wr_C6_LNG500_refbrent_j120,2050,1249.75,7391.2,169.09
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2027,1503.87,6776.1,221.94
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2030,1552.26,6856.2,226.4
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2035,1557.95,6940.2,224.48
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2040,1588.13,7080.0,224.31
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2045,1259.53,7218.2,174.49
nlv2b_wr_C6_LNG500_refbrent_j120_adv,2050,1108.16,7391.2,149.93
nlv2s_C1_LSFO250_futbrent,2027,1380.53,6745.1,204.67
nlv2s_C1_LSFO250_futbrent,2030,1328.29,6686.0,198.67
nlv2s_C1_LSFO250_futbrent,2035,1314.31,6553.3,200.56
nlv2s_C1_LSFO250_futbrent,2040,1290.57,6507.3,198.33
nlv2s_C1_LSFO250_futbrent,2045,1255.64,6483.0,193.68
nlv2s_C1_LSFO250_futbrent,2050,1104.58,6524.4,169.3
nlv2s_C1_LSFO250_futbrent_adv,2027,1400.89,6745.1,207.69
nlv2s_C1_LSFO250_futbrent_adv,2030,1325.81,6686.0,198.3
nlv2s_C1_LSFO250_futbrent_adv,2035,1266.56,6553.3,193.27
nlv2s_C1_LSFO250_futbrent_adv,2040,1248.86,6507.3,191.92
nlv2s_C1_LSFO250_futbrent_adv,2045,1157.22,6483.0,178.5
nlv2s_C1_LSFO250_futbrent_adv,2050,982.38,6524.4,150.57
nlv2s_C1_LSFO250_highbrent,2027,1537.26,6745.1,227.91
nlv2s_C1_LSFO250_highbrent,2030,1560.73,6686.0,233.43
nlv2s_C1_LSFO250_highbrent,2035,1514.14,6553.3,231.05
nlv2s_C1_LSFO250_highbrent,2040,1509.32,6507.3,231.94
nlv2s_C1_LSFO250_highbrent,2045,1304.06,6483.0,201.15
nlv2s_C1_LSFO250_highbrent,2050,1154.18,6524.4,176.9
nlv2s_C1_LSFO250_highbrent_adv,2027,1552.66,6745.1,230.19
nlv2s_C1_LSFO250_highbrent_adv,2030,1556.9,6686.0,232.86
nlv2s_C1_LSFO250_highbrent_adv,2035,1502.72,6553.3,229.31
nlv2s_C1_LSFO250_highbrent_adv,2040,1481.37,6507.3,227.65
nlv2s_C1_LSFO250_highbrent_adv,2045,1225.77,6483.0,189.07
nlv2s_C1_LSFO250_highbrent_adv,2050,1035.83,6524.4,158.76
nlv2s_C1_LSFO250_lowbrent,2027,1216.67,6745.1,180.38
nlv2s_C1_LSFO250_lowbrent,2030,1083.22,6686.0,162.01
nlv2s_C1_LSFO250_lowbrent,2035,1032.63,6553.3,157.57
nlv2s_C1_LSFO250_lowbrent,2040,1171.21,6507.3,179.98
nlv2s_C1_LSFO250_lowbrent,2045,1260.96,6483.0,194.5
nlv2s_C1_LSFO250_lowbrent,2050,1109.85,6524.4,170.11
nlv2s_C1_LSFO250_lowbrent_adv,2027,1209.44,6745.1,179.31
nlv2s_C1_LSFO250_lowbrent_adv,2030,1060.07,6686.0,158.55
nlv2s_C1_LSFO250_lowbrent_adv,2035,1003.15,6553.3,153.08
nlv2s_C1_LSFO250_lowbrent_adv,2040,1105.41,6507.3,169.87
nlv2s_C1_LSFO250_lowbrent_adv,2045,1134.4,6483.0,174.98
nlv2s_C1_LSFO250_lowbrent_adv,2050,977.22,6524.4,149.78
nlv2s_C1_LSFO250_refbrent,2027,1462.12,6745.1,216.77
nlv2s_C1_LSFO250_refbrent,2030,1443.2,6686.0,215.86
nlv2s_C1_LSFO250_refbrent,2035,1404.12,6553.3,214.26
nlv2s_C1_LSFO250_refbrent,2040,1393.25,6507.3,214.1
nlv2s_C1_LSFO250_refbrent,2045,1271.29,6483.0,196.09
nlv2s_C1_LSFO250_refbrent,2050,1122.5,6524.4,172.05
nlv2s_C1_LSFO250_refbrent_adv,2027,1500.37,6745.1,222.44
nlv2s_C1_LSFO250_refbrent_adv,2030,1451.92,6686.0,217.16
nlv2s_C1_LSFO250_refbrent_adv,2035,1385.94,6553.3,211.49
nlv2s_C1_LSFO250_refbrent_adv,2040,1367.67,6507.3,210.17
nlv2s_C1_LSFO250_refbrent_adv,2045,1187.71,6483.0,183.2
nlv2s_C1_LSFO250_refbrent_adv,2050,993.66,6524.4,152.3
nlv2s_C2_LSFO375_futbrent,2027,1383.99,6745.1,205.18
nlv2s_C2_LSFO375_futbrent,2030,1342.99,6686.0,200.87
nlv2s_C2_LSFO375_futbrent,2035,1330.36,6553.3,203.01
nlv2s_C2_LSFO375_futbrent,2040,1322.85,6507.3,203.29
nlv2s_C2_LSFO375_futbrent,2045,1290.47,6483.0,199.05
nlv2s_C2_LSFO375_futbrent,2050,1138.42,6524.4,174.49
nlv2s_C2_LSFO375_futbrent_adv,2027,1399.9,6745.1,207.54
nlv2s_C2_LSFO375_futbrent_adv,2030,1330.9,6686.0,199.06
nlv2s_C2_LSFO375_futbrent_adv,2035,1283.04,6553.3,195.79
nlv2s_C2_LSFO375_futbrent_adv,2040,1272.86,6507.3,195.6
nlv2s_C2_LSFO375_futbrent_adv,2045,1181.02,6483.0,182.17
nlv2s_C2_LSFO375_futbrent_adv,2050,1018.53,6524.4,156.11
nlv2s_C2_LSFO375_highbrent,2027,1538.52,6745.1,228.09
nlv2s_C2_LSFO375_highbrent,2030,1590.51,6686.0,237.89
nlv2s_C2_LSFO375_highbrent,2035,1533.56,6553.3,234.02
nlv2s_C2_LSFO375_highbrent,2040,1538.03,6507.3,236.35
nlv2s_C2_LSFO375_highbrent,2045,1326.7,6483.0,204.64
nlv2s_C2_LSFO375_highbrent,2050,1177.43,6524.4,180.47
nlv2s_C2_LSFO375_highbrent_adv,2027,1554.8,6745.1,230.51
nlv2s_C2_LSFO375_highbrent_adv,2030,1594.84,6686.0,238.53
nlv2s_C2_LSFO375_highbrent_adv,2035,1524.99,6553.3,232.71
nlv2s_C2_LSFO375_highbrent_adv,2040,1502.57,6507.3,230.9
nlv2s_C2_LSFO375_highbrent_adv,2045,1255.98,6483.0,193.73
nlv2s_C2_LSFO375_highbrent_adv,2050,1055.04,6524.4,161.71
nlv2s_C2_LSFO375_lowbrent,2027,1217.26,6745.1,180.47
nlv2s_C2_LSFO375_lowbrent,2030,1102.64,6686.0,164.92
nlv2s_C2_LSFO375_lowbrent,2035,1061.34,6553.3,161.96
nlv2s_C2_LSFO375_lowbrent,2040,1201.72,6507.3,184.67
nlv2s_C2_LSFO375_lowbrent,2045,1292.28,6483.0,199.33
nlv2s_C2_LSFO375_lowbrent,2050,1140.46,6524.4,174.8
nlv2s_C2_LSFO375_lowbrent_adv,2027,1210.32,6745.1,179.44
nlv2s_C2_LSFO375_lowbrent_adv,2030,1079.7,6686.0,161.49
nlv2s_C2_LSFO375_lowbrent_adv,2035,1024.4,6553.3,156.32
nlv2s_C2_LSFO375_lowbrent_adv,2040,1135.97,6507.3,174.57
nlv2s_C2_LSFO375_lowbrent_adv,2045,1164.1,6483.0,179.56
nlv2s_C2_LSFO375_lowbrent_adv,2050,1004.37,6524.4,153.94
nlv2s_C2_LSFO375_refbrent,2027,1464.62,6745.1,217.14
nlv2s_C2_LSFO375_refbrent,2030,1449.5,6686.0,216.8
nlv2s_C2_LSFO375_refbrent,2035,1435.28,6553.3,219.02
nlv2s_C2_LSFO375_refbrent,2040,1420.92,6507.3,218.36
nlv2s_C2_LSFO375_refbrent,2045,1300.66,6483.0,200.63
nlv2s_C2_LSFO375_refbrent,2050,1152.22,6524.4,176.6
nlv2s_C2_LSFO375_refbrent_adv,2027,1500.25,6745.1,222.42
nlv2s_C2_LSFO375_refbrent_adv,2030,1465.71,6686.0,219.22
nlv2s_C2_LSFO375_refbrent_adv,2035,1409.53,6553.3,215.09
nlv2s_C2_LSFO375_refbrent_adv,2040,1388.42,6507.3,213.36
nlv2s_C2_LSFO375_refbrent_adv,2045,1209.73,6483.0,186.6
nlv2s_C2_LSFO375_refbrent_adv,2050,1019.07,6524.4,156.19
nlv2s_C3_LSFO500_futbrent,2027,1398.67,6745.1,207.36
nlv2s_C3_LSFO500_futbrent,2030,1363.96,6686.0,204.0
nlv2s_C3_LSFO500_futbrent,2035,1340.35,6553.3,204.53
nlv2s_C3_LSFO500_futbrent,2040,1357.91,6507.3,208.67
nlv2s_C3_LSFO500_futbrent,2045,1325.3,6483.0,204.43
nlv2s_C3_LSFO500_futbrent,2050,1172.96,6524.4,179.78
nlv2s_C3_LSFO500_futbrent_adv,2027,1398.31,6745.1,207.31
nlv2s_C3_LSFO500_futbrent_adv,2030,1347.93,6686.0,201.61
nlv2s_C3_LSFO500_futbrent_adv,2035,1302.3,6553.3,198.72
nlv2s_C3_LSFO500_futbrent_adv,2040,1302.04,6507.3,200.09
nlv2s_C3_LSFO500_futbrent_adv,2045,1210.74,6483.0,186.75
nlv2s_C3_LSFO500_futbrent_adv,2050,1051.86,6524.4,161.22
nlv2s_C3_LSFO500_highbrent,2027,1539.14,6745.1,228.19
nlv2s_C3_LSFO500_highbrent,2030,1638.53,6686.0,245.07
nlv2s_C3_LSFO500_highbrent,2035,1561.52,6553.3,238.28
nlv2s_C3_LSFO500_highbrent,2040,1555.23,6507.3,239.0
nlv2s_C3_LSFO500_highbrent,2045,1345.82,6483.0,207.59
nlv2s_C3_LSFO500_highbrent,2050,1196.96,6524.4,183.46
nlv2s_C3_LSFO500_highbrent_adv,2027,1552.48,6745.1,230.16
nlv2s_C3_LSFO500_highbrent_adv,2030,1642.92,6686.0,245.73
nlv2s_C3_LSFO500_highbrent_adv,2035,1547.24,6553.3,236.1
nlv2s_C3_LSFO500_highbrent_adv,2040,1523.36,6507.3,234.1
nlv2s_C3_LSFO500_highbrent_adv,2045,1286.01,6483.0,198.37
nlv2s_C3_LSFO500_highbrent_adv,2050,1074.67,6524.4,164.72
nlv2s_C3_LSFO500_lowbrent,2027,1216.9,6745.1,180.41
nlv2s_C3_LSFO500_lowbrent,2030,1128.8,6686.0,168.83
nlv2s_C3_LSFO500_lowbrent,2035,1091.14,6553.3,166.5
nlv2s_C3_LSFO500_lowbrent,2040,1234.18,6507.3,189.66
nlv2s_C3_LSFO500_lowbrent,2045,1323.4,6483.0,204.13
nlv2s_C3_LSFO500_lowbrent,2050,1171.25,6524.4,179.52
nlv2s_C3_LSFO500_lowbrent_adv,2027,1209.51,6745.1,179.32
nlv2s_C3_LSFO500_lowbrent_adv,2030,1106.34,6686.0,165.47
nlv2s_C3_LSFO500_lowbrent_adv,2035,1051.64,6553.3,160.48
nlv2s_C3_LSFO500_lowbrent_adv,2040,1168.37,6507.3,179.55
nlv2s_C3_LSFO500_lowbrent_adv,2045,1194.62,6483.0,184.27
nlv2s_C3_LSFO500_lowbrent_adv,2050,1034.75,6524.4,158.6
nlv2s_C3_LSFO500_refbrent,2027,1459.05,6745.1,216.31
nlv2s_C3_LSFO500_refbrent,2030,1469.25,6686.0,219.75
nlv2s_C3_LSFO500_refbrent,2035,1468.5,6553.3,224.09
nlv2s_C3_LSFO500_refbrent,2040,1453.24,6507.3,223.32
nlv2s_C3_LSFO500_refbrent,2045,1331.85,6483.0,205.44
nlv2s_C3_LSFO500_refbrent,2050,1183.16,6524.4,181.34
nlv2s_C3_LSFO500_refbrent_adv,2027,1501.29,6745.1,222.57
nlv2s_C3_LSFO500_refbrent_adv,2030,1475.25,6686.0,220.65
nlv2s_C3_LSFO500_refbrent_adv,2035,1441.5,6553.3,219.97
nlv2s_C3_LSFO500_refbrent_adv,2040,1415.84,6507.3,217.58
nlv2s_C3_LSFO500_refbrent_adv,2045,1238.63,6483.0,191.06
nlv2s_C3_LSFO500_refbrent_adv,2050,1054.01,6524.4,161.55
nlv2s_C4_NOTHERMAL_futbrent,2027,1380.15,6745.1,204.62
nlv2s_C4_NOTHERMAL_futbrent,2030,1324.86,6686.0,198.16
nlv2s_C4_NOTHERMAL_futbrent,2035,1280.13,6553.3,195.34
nlv2s_C4_NOTHERMAL_futbrent,2040,1254.97,6507.3,192.85
nlv2s_C4_NOTHERMAL_futbrent,2045,1202.32,6483.0,185.46
nlv2s_C4_NOTHERMAL_futbrent,2050,1055.86,6524.4,161.83
nlv2s_C4_NOTHERMAL_futbrent_adv,2027,1399.0,6745.1,207.41
nlv2s_C4_NOTHERMAL_futbrent_adv,2030,1328.35,6686.0,198.68
nlv2s_C4_NOTHERMAL_futbrent_adv,2035,1250.94,6553.3,190.89
nlv2s_C4_NOTHERMAL_futbrent_adv,2040,1221.45,6507.3,187.7
nlv2s_C4_NOTHERMAL_futbrent_adv,2045,1113.13,6483.0,171.7
nlv2s_C4_NOTHERMAL_futbrent_adv,2050,929.49,6524.4,142.46
nlv2s_C4_NOTHERMAL_highbrent,2027,1538.68,6745.1,228.12
nlv2s_C4_NOTHERMAL_highbrent,2030,1505.27,6686.0,225.14
nlv2s_C4_NOTHERMAL_highbrent,2035,1480.02,6553.3,225.84
nlv2s_C4_NOTHERMAL_highbrent,2040,1470.78,6507.3,226.02
nlv2s_C4_NOTHERMAL_highbrent,2045,1272.56,6483.0,196.29
nlv2s_C4_NOTHERMAL_highbrent,2050,1124.52,6524.4,172.36
nlv2s_C4_NOTHERMAL_highbrent_adv,2027,1552.33,6745.1,230.14
nlv2s_C4_NOTHERMAL_highbrent_adv,2030,1503.49,6686.0,224.87
nlv2s_C4_NOTHERMAL_highbrent_adv,2035,1465.52,6553.3,223.63
nlv2s_C4_NOTHERMAL_highbrent_adv,2040,1445.6,6507.3,222.15
nlv2s_C4_NOTHERMAL_highbrent_adv,2045,1170.95,6483.0,180.62
nlv2s_C4_NOTHERMAL_highbrent_adv,2050,1004.25,6524.4,153.92
nlv2s_C4_NOTHERMAL_lowbrent,2027,1217.13,6745.1,180.45
nlv2s_C4_NOTHERMAL_lowbrent,2030,1048.92,6686.0,156.88
nlv2s_C4_NOTHERMAL_lowbrent,2035,998.14,6553.3,152.31
nlv2s_C4_NOTHERMAL_lowbrent,2040,1118.59,6507.3,171.9
nlv2s_C4_NOTHERMAL_lowbrent,2045,1211.4,6483.0,186.86
nlv2s_C4_NOTHERMAL_lowbrent,2050,1062.0,6524.4,162.77
nlv2s_C4_NOTHERMAL_lowbrent_adv,2027,1209.79,6745.1,179.36
nlv2s_C4_NOTHERMAL_lowbrent_adv,2030,1029.37,6686.0,153.96
nlv2s_C4_NOTHERMAL_lowbrent_adv,2035,968.52,6553.3,147.79
nlv2s_C4_NOTHERMAL_lowbrent_adv,2040,1051.28,6507.3,161.55
nlv2s_C4_NOTHERMAL_lowbrent_adv,2045,1082.49,6483.0,166.97
nlv2s_C4_NOTHERMAL_lowbrent_adv,2050,933.05,6524.4,143.01
nlv2s_C4_NOTHERMAL_refbrent,2027,1461.63,6745.1,216.7
nlv2s_C4_NOTHERMAL_refbrent,2030,1456.39,6686.0,217.83
nlv2s_C4_NOTHERMAL_refbrent,2035,1362.83,6553.3,207.96
nlv2s_C4_NOTHERMAL_refbrent,2040,1358.49,6507.3,208.76
nlv2s_C4_NOTHERMAL_refbrent,2045,1218.59,6483.0,187.97
nlv2s_C4_NOTHERMAL_refbrent,2050,1073.48,6524.4,164.53
nlv2s_C4_NOTHERMAL_refbrent_adv,2027,1500.04,6745.1,222.39
nlv2s_C4_NOTHERMAL_refbrent_adv,2030,1447.27,6686.0,216.46
nlv2s_C4_NOTHERMAL_refbrent_adv,2035,1348.25,6553.3,205.74
nlv2s_C4_NOTHERMAL_refbrent_adv,2040,1329.16,6507.3,204.26
nlv2s_C4_NOTHERMAL_refbrent_adv,2045,1151.11,6483.0,177.56
nlv2s_C4_NOTHERMAL_refbrent_adv,2050,952.2,6524.4,145.94
nlv2s_C5_LNG375_futbrent,2027,1404.33,6745.1,208.2
nlv2s_C5_LNG375_futbrent,2030,1295.84,6686.0,193.81
nlv2s_C5_LNG375_futbrent,2035,1272.93,6553.3,194.24
nlv2s_C5_LNG375_futbrent,2040,1350.19,6507.3,207.49
nlv2s_C5_LNG375_futbrent,2045,1217.4,6483.0,187.78
nlv2s_C5_LNG375_futbrent,2050,1068.06,6524.4,163.7
nlv2s_C5_LNG375_futbrent_adv,2027,1400.81,6745.1,207.68
nlv2s_C5_LNG375_futbrent_adv,2030,1290.29,6686.0,192.98
nlv2s_C5_LNG375_futbrent_adv,2035,1259.63,6553.3,192.21
nlv2s_C5_LNG375_futbrent_adv,2040,1295.47,6507.3,199.08
nlv2s_C5_LNG375_futbrent_adv,2045,1096.62,6483.0,169.15
nlv2s_C5_LNG375_futbrent_adv,2050,945.25,6524.4,144.88
nlv2s_C5_LNG375_futbrent_j120,2027,1404.37,6745.1,208.21
nlv2s_C5_LNG375_futbrent_j120,2030,1327.62,6686.0,198.57
nlv2s_C5_LNG375_futbrent_j120,2035,1304.77,6553.3,199.1
nlv2s_C5_LNG375_futbrent_j120,2040,1381.62,6507.3,212.32
nlv2s_C5_LNG375_futbrent_j120,2045,1217.44,6483.0,187.79
nlv2s_C5_LNG375_futbrent_j120,2050,1067.97,6524.4,163.69
nlv2s_C5_LNG375_futbrent_j120_adv,2027,1398.84,6745.1,207.39
nlv2s_C5_LNG375_futbrent_j120_adv,2030,1322.89,6686.0,197.86
nlv2s_C5_LNG375_futbrent_j120_adv,2035,1291.7,6553.3,197.11
nlv2s_C5_LNG375_futbrent_j120_adv,2040,1327.35,6507.3,203.98
nlv2s_C5_LNG375_futbrent_j120_adv,2045,1096.75,6483.0,169.17
nlv2s_C5_LNG375_futbrent_j120_adv,2050,945.3,6524.4,144.89
nlv2s_C5_LNG375_highbrent,2027,1540.09,6745.1,228.33
nlv2s_C5_LNG375_highbrent,2030,1566.16,6686.0,234.25
nlv2s_C5_LNG375_highbrent,2035,1582.03,6553.3,241.41
nlv2s_C5_LNG375_highbrent,2040,1566.1,6507.3,240.67
nlv2s_C5_LNG375_highbrent,2045,1231.68,6483.0,189.98
nlv2s_C5_LNG375_highbrent,2050,1084.61,6524.4,166.24
nlv2s_C5_LNG375_highbrent_adv,2027,1561.92,6745.1,231.56
nlv2s_C5_LNG375_highbrent_adv,2030,1573.51,6686.0,235.35
nlv2s_C5_LNG375_highbrent_adv,2035,1574.09,6553.3,240.2
nlv2s_C5_LNG375_highbrent_adv,2040,1550.65,6507.3,238.29
nlv2s_C5_LNG375_highbrent_adv,2045,1152.38,6483.0,177.75
nlv2s_C5_LNG375_highbrent_adv,2050,962.64,6524.4,147.54
nlv2s_C5_LNG375_highbrent_j120,2027,1538.45,6745.1,228.08
nlv2s_C5_LNG375_highbrent_j120,2030,1600.51,6686.0,239.38
nlv2s_C5_LNG375_highbrent_j120,2035,1612.95,6553.3,246.13
nlv2s_C5_LNG375_highbrent_j120,2040,1597.66,6507.3,245.52
nlv2s_C5_LNG375_highbrent_j120,2045,1231.43,6483.0,189.95
nlv2s_C5_LNG375_highbrent_j120,2050,1083.89,6524.4,166.13
nlv2s_C5_LNG375_highbrent_j120_adv,2027,1566.6,6745.1,232.26
nlv2s_C5_LNG375_highbrent_j120_adv,2030,1603.05,6686.0,239.76
nlv2s_C5_LNG375_highbrent_j120_adv,2035,1604.3,6553.3,244.81
nlv2s_C5_LNG375_highbrent_j120_adv,2040,1581.87,6507.3,243.09
nlv2s_C5_LNG375_highbrent_j120_adv,2045,1150.09,6483.0,177.4
nlv2s_C5_LNG375_highbrent_j120_adv,2050,963.68,6524.4,147.7
nlv2s_C5_LNG375_lowbrent,2027,1219.13,6745.1,180.74
nlv2s_C5_LNG375_lowbrent,2030,1129.65,6686.0,168.96
nlv2s_C5_LNG375_lowbrent,2035,1090.72,6553.3,166.44
nlv2s_C5_LNG375_lowbrent,2040,1254.16,6507.3,192.73
nlv2s_C5_LNG375_lowbrent,2045,1210.64,6483.0,186.74
nlv2s_C5_LNG375_lowbrent,2050,1060.87,6524.4,162.6
nlv2s_C5_LNG375_lowbrent_adv,2027,1209.32,6745.1,179.29
nlv2s_C5_LNG375_lowbrent_adv,2030,1105.95,6686.0,165.41
nlv2s_C5_LNG375_lowbrent_adv,2035,1063.82,6553.3,162.33
nlv2s_C5_LNG375_lowbrent_adv,2040,1195.53,6507.3,183.72
nlv2s_C5_LNG375_lowbrent_adv,2045,1082.57,6483.0,166.99
nlv2s_C5_LNG375_lowbrent_adv,2050,932.55,6524.4,142.93
nlv2s_C5_LNG375_lowbrent_j120,2027,1218.18,6745.1,180.6
nlv2s_C5_LNG375_lowbrent_j120,2030,1160.19,6686.0,173.53
nlv2s_C5_LNG375_lowbrent_j120,2035,1121.58,6553.3,171.15
nlv2s_C5_LNG375_lowbrent_j120,2040,1287.76,6507.3,197.89
nlv2s_C5_LNG375_lowbrent_j120,2045,1211.24,6483.0,186.83
nlv2s_C5_LNG375_lowbrent_j120,2050,1060.93,6524.4,162.61
nlv2s_C5_LNG375_lowbrent_j120_adv,2027,1209.9,6745.1,179.37
nlv2s_C5_LNG375_lowbrent_j120_adv,2030,1137.42,6686.0,170.12
nlv2s_C5_LNG375_lowbrent_j120_adv,2035,1095.3,6553.3,167.14
nlv2s_C5_LNG375_lowbrent_j120_adv,2040,1226.1,6507.3,188.42
nlv2s_C5_LNG375_lowbrent_j120_adv,2045,1082.59,6483.0,166.99
nlv2s_C5_LNG375_lowbrent_j120_adv,2050,933.88,6524.4,143.14
nlv2s_C5_LNG375_refbrent,2027,1479.04,6745.1,219.28
nlv2s_C5_LNG375_refbrent,2030,1411.64,6686.0,211.13
nlv2s_C5_LNG375_refbrent,2035,1415.92,6553.3,216.06
nlv2s_C5_LNG375_refbrent,2040,1439.22,6507.3,221.17
nlv2s_C5_LNG375_refbrent,2045,1222.67,6483.0,188.6
nlv2s_C5_LNG375_refbrent,2050,1075.72,6524.4,164.88
nlv2s_C5_LNG375_refbrent_adv,2027,1502.62,6745.1,222.77
nlv2s_C5_LNG375_refbrent_adv,2030,1417.11,6686.0,211.95
nlv2s_C5_LNG375_refbrent_adv,2035,1390.18,6553.3,212.14
nlv2s_C5_LNG375_refbrent_adv,2040,1392.83,6507.3,214.04
nlv2s_C5_LNG375_refbrent_adv,2045,1113.91,6483.0,171.82
nlv2s_C5_LNG375_refbrent_adv,2050,946.51,6524.4,145.07
nlv2s_C5_LNG375_refbrent_j120,2027,1480.65,6745.1,219.52
nlv2s_C5_LNG375_refbrent_j120,2030,1442.67,6686.0,215.78
nlv2s_C5_LNG375_refbrent_j120,2035,1447.94,6553.3,220.95
nlv2s_C5_LNG375_refbrent_j120,2040,1470.18,6507.3,225.93
nlv2s_C5_LNG375_refbrent_j120,2045,1222.24,6483.0,188.53
nlv2s_C5_LNG375_refbrent_j120,2050,1075.26,6524.4,164.81
nlv2s_C5_LNG375_refbrent_j120_adv,2027,1502.82,6745.1,222.8
nlv2s_C5_LNG375_refbrent_j120_adv,2030,1448.45,6686.0,216.64
nlv2s_C5_LNG375_refbrent_j120_adv,2035,1421.56,6553.3,216.92
nlv2s_C5_LNG375_refbrent_j120_adv,2040,1424.69,6507.3,218.94
nlv2s_C5_LNG375_refbrent_j120_adv,2045,1114.8,6483.0,171.96
nlv2s_C5_LNG375_refbrent_j120_adv,2050,945.07,6524.4,144.85
nlv2s_C6_STATUSQUO_futbrent,2027,1401.36,6745.1,207.76
nlv2s_C6_STATUSQUO_futbrent,2030,1396.48,6686.0,208.87
nlv2s_C6_STATUSQUO_futbrent,2035,1375.74,6553.3,209.93
nlv2s_C6_STATUSQUO_futbrent,2040,1493.23,6507.3,229.47
nlv2s_C6_STATUSQUO_futbrent,2045,1320.89,6483.0,203.75
nlv2s_C6_STATUSQUO_futbrent,2050,1169.19,6524.4,179.2
nlv2s_C6_STATUSQUO_futbrent_adv,2027,1399.49,6745.1,207.48
nlv2s_C6_STATUSQUO_futbrent_adv,2030,1380.62,6686.0,206.5
nlv2s_C6_STATUSQUO_futbrent_adv,2035,1352.15,6553.3,206.33
nlv2s_C6_STATUSQUO_futbrent_adv,2040,1428.58,6507.3,219.53
nlv2s_C6_STATUSQUO_futbrent_adv,2045,1192.61,6483.0,183.96
nlv2s_C6_STATUSQUO_futbrent_adv,2050,1035.45,6524.4,158.7
nlv2s_C6_STATUSQUO_futbrent_j120,2027,1400.26,6745.1,207.6
nlv2s_C6_STATUSQUO_futbrent_j120,2030,1436.08,6686.0,214.79
nlv2s_C6_STATUSQUO_futbrent_j120,2035,1415.23,6553.3,215.96
nlv2s_C6_STATUSQUO_futbrent_j120,2040,1532.54,6507.3,235.51
nlv2s_C6_STATUSQUO_futbrent_j120,2045,1320.73,6483.0,203.72
nlv2s_C6_STATUSQUO_futbrent_j120,2050,1168.97,6524.4,179.17
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2027,1399.0,6745.1,207.41
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2030,1419.84,6686.0,212.36
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2035,1391.64,6553.3,212.36
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2040,1467.88,6507.3,225.57
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2045,1192.39,6483.0,183.93
nlv2s_C6_STATUSQUO_futbrent_j120_adv,2050,1035.79,6524.4,158.76
nlv2s_C6_STATUSQUO_highbrent,2027,1544.6,6745.1,229.0
nlv2s_C6_STATUSQUO_highbrent,2030,1681.22,6686.0,251.45
nlv2s_C6_STATUSQUO_highbrent,2035,1713.48,6553.3,261.47
nlv2s_C6_STATUSQUO_highbrent,2040,1696.98,6507.3,260.78
nlv2s_C6_STATUSQUO_highbrent,2045,1320.83,6483.0,203.74
nlv2s_C6_STATUSQUO_highbrent,2050,1171.89,6524.4,179.62
nlv2s_C6_STATUSQUO_highbrent_adv,2027,1587.94,6745.1,235.42
nlv2s_C6_STATUSQUO_highbrent_adv,2030,1688.4,6686.0,252.53
nlv2s_C6_STATUSQUO_highbrent_adv,2035,1695.06,6553.3,258.66
nlv2s_C6_STATUSQUO_highbrent_adv,2040,1665.28,6507.3,255.91
nlv2s_C6_STATUSQUO_highbrent_adv,2045,1232.44,6483.0,190.1
nlv2s_C6_STATUSQUO_highbrent_adv,2050,1044.75,6524.4,160.13
nlv2s_C6_STATUSQUO_highbrent_j120,2027,1542.35,6745.1,228.66
nlv2s_C6_STATUSQUO_highbrent_j120,2030,1718.71,6686.0,257.06
nlv2s_C6_STATUSQUO_highbrent_j120,2035,1753.11,6553.3,267.52
nlv2s_C6_STATUSQUO_highbrent_j120,2040,1736.27,6507.3,266.82
nlv2s_C6_STATUSQUO_highbrent_j120,2045,1321.4,6483.0,203.83
nlv2s_C6_STATUSQUO_highbrent_j120,2050,1172.24,6524.4,179.67
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2027,1585.54,6745.1,235.07
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2030,1727.14,6686.0,258.32
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2035,1733.55,6553.3,264.53
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2040,1705.2,6507.3,262.04
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2045,1234.36,6483.0,190.4
nlv2s_C6_STATUSQUO_highbrent_j120_adv,2050,1043.58,6524.4,159.95
nlv2s_C6_STATUSQUO_lowbrent,2027,1219.68,6745.1,180.83
nlv2s_C6_STATUSQUO_lowbrent,2030,1246.51,6686.0,186.44
nlv2s_C6_STATUSQUO_lowbrent,2035,1207.93,6553.3,184.33
